timestamp,value,Normal,Abnormal
2018-01-25 18:38:31,227.22642556596756,1.0,0.0
2018-01-25 18:44:31,205.70917250326232,1.0,0.0
2018-01-25 18:50:31,218.96953203871348,1.0,0.0
2018-01-25 18:56:31,239.29900119996873,1.0,0.0
2018-01-25 19:02:31,198.77952792724943,1.0,0.0
2018-01-25 19:08:31,187.80978994367788,1.0,0.0
2018-01-25 19:14:31,226.71694381754028,1.0,0.0
2018-01-25 19:20:31,239.5598382948513,1.0,0.0
2018-01-25 19:26:31,213.18786542955203,1.0,0.0
2018-01-25 19:32:31,203.08285819139252,1.0,0.0
2018-01-25 19:38:31,157.32142403836468,1.0,0.0
2018-01-25 19:44:31,161.1138120388343,1.0,0.0
2018-01-25 19:50:31,119.99666770209208,1.0,0.0
2018-01-25 19:56:31,113.88804746657638,1.0,0.0
2018-01-25 20:02:31,150.1434157849785,1.0,0.0
2018-01-25 20:08:31,145.00340913437154,1.0,0.0
2018-01-25 20:14:31,133.6389194201642,1.0,0.0
2018-01-25 20:20:31,110.04294707345255,1.0,0.0
2018-01-25 20:26:31,110.6681703971105,1.0,0.0
2018-01-25 20:32:31,121.7240780985641,1.0,0.0
2018-01-25 20:38:31,134.9089934527956,1.0,0.0
2018-01-25 20:44:31,160.70388393154758,1.0,0.0
2018-01-25 20:50:31,142.8518371243658,1.0,0.0
2018-01-25 20:56:31,163.13023912655578,1.0,0.0
2018-01-25 21:02:31,138.7556859836686,1.0,0.0
2018-01-25 21:08:31,138.49468140929994,1.0,0.0
2018-01-25 21:14:31,161.8158194706448,1.0,0.0
2018-01-25 21:20:31,172.54009229307817,1.0,0.0
2018-01-25 21:26:31,161.25164806710072,1.0,0.0
2018-01-25 21:32:31,157.38149583207436,1.0,0.0
2018-01-25 21:38:31,148.0467003800595,1.0,0.0
2018-01-25 21:44:31,102.17314726338694,1.0,0.0
2018-01-25 21:50:31,130.2529128772948,1.0,0.0
2018-01-25 21:56:31,111.37874804068281,1.0,0.0
2018-01-25 22:02:31,126.63409024065669,1.0,0.0
2018-01-25 22:08:31,117.4112702318229,1.0,0.0
2018-01-25 22:14:31,132.34026853258027,1.0,0.0
2018-01-25 22:20:31,124.25532617978058,1.0,0.0
2018-01-25 22:26:31,106.711578924896,1.0,0.0
2018-01-25 22:32:31,102.53726844986593,1.0,0.0
2018-01-25 22:38:31,135.04270639548244,1.0,0.0
2018-01-25 22:44:31,121.21946616425332,1.0,0.0
2018-01-25 22:50:31,148.51055604470707,1.0,0.0
2018-01-25 22:56:31,137.57673210234017,1.0,0.0
2018-01-25 23:02:31,168.23311458163118,1.0,0.0
2018-01-25 23:08:31,160.59867033362946,1.0,0.0
2018-01-25 23:14:31,132.2974944649727,1.0,0.0
2018-01-25 23:20:31,120.48863992392819,1.0,0.0
2018-01-25 23:26:31,101.97729940092745,1.0,0.0
2018-01-25 23:32:31,77.37379011781005,1.0,0.0
2018-01-25 23:38:31,45.847589194801856,1.0,0.0
2018-01-25 23:44:31,36.29985437424424,1.0,0.0
2018-01-25 23:50:31,47.63589778210995,1.0,0.0
2018-01-25 23:56:31,60.18101178528225,1.0,0.0
2018-01-26 00:02:31,93.1599662308542,1.0,0.0
2018-01-26 00:08:31,112.39547544002704,1.0,0.0
2018-01-26 00:14:31,100.50394300153165,1.0,0.0
2018-01-26 00:20:31,116.02456170919145,1.0,0.0
2018-01-26 00:26:31,90.15203405053441,1.0,0.0
2018-01-26 00:32:31,108.39589184611789,1.0,0.0
2018-01-26 00:38:31,96.03902077864296,1.0,0.0
2018-01-26 00:44:31,89.38738768249371,1.0,0.0
2018-01-26 00:50:31,147.3657663838134,1.0,0.0
2018-01-26 00:56:31,148.91490508891653,1.0,0.0
2018-01-26 01:02:31,125.19900316630752,1.0,0.0
2018-01-26 01:08:31,119.28645815007661,1.0,0.0
2018-01-26 01:14:31,80.68144797242275,1.0,0.0
2018-01-26 01:20:31,106.61247713530042,1.0,0.0
2018-01-26 01:26:31,106.94482915509171,1.0,0.0
2018-01-26 01:32:31,114.70212225350912,1.0,0.0
2018-01-26 01:38:31,112.1959831486978,1.0,0.0
2018-01-26 01:44:31,127.54696828721197,1.0,0.0
2018-01-26 01:50:31,69.14673087217511,1.0,0.0
2018-01-26 01:56:31,76.81663142509022,1.0,0.0
2018-01-26 02:02:31,55.24347873501162,1.0,0.0
2018-01-26 02:08:31,68.24363292420355,1.0,0.0
2018-01-26 02:14:31,90.8005525498466,1.0,0.0
